white_rank,white_username,white_elo,result,black_rank,black_username,black_elo,filename,date,day,month,year,white_result,black_result,type
GM,Duhless,3105,1 - 0,CM,reevecanada,2678,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Njal28,3041,1 - 0,FM,Alphafischer2019,2830,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,amateurchess20,2611,0 - 1,GM,Andreikka,3052,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,DanielNaroditsky,3049,1 - 0,FM,ChessSwole,2647,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,bazar-wokzal,2640,0 - 1,GM,OparinGrigoriy,3086,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,SpeedofLight0,3111,1 - 0,FM,PositionalPanther,2537,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,Ajedrez_con_German,2615,½ - ½,GM,dropstoneDP,3019,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
IM,Rud_Makarian,3013,1 - 0,IM,Let_it_be_1,2543,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,DeArron_Fox,2566,0 - 1,GM,ChristopherYoo,3007,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
FM,Nf3c5,2629,0 - 1,GM,Fandorine,2924,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Harsha_Bharathakoti,2912,1 - 0,IM,jk13,2665,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,Stanbad1,2589,0 - 1,IM,Kacparov,2986,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,MyDream003,2943,1 - 0,FM,CrushingKings,2641,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
CM,ManMish2,2693,0 - 1,GM,Vaathi_Coming,2934,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,mbojan,2948,1 - 0,FM,bipe137,2550,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,PyrihRoman,2752,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,MagnusCarlsen,3313,0 - 1,FM,Dolphin_2010,2808,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Byniolus,2842,0 - 1,GM,Jospem,3102,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,DenLaz,3104,1 - 0,FM,kids2010,2800,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,Mops_2004,2760,0 - 1,GM,Duhless,3105,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
FM,AlexPapasimakopoulos,2723,½ - ½,GM,shimastream,3025,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
FM,Joshukid,2756,0 - 1,GM,Njal28,3041,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Andreikka,3052,1 - 0,FM,MarcoRiehle,2834,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Rodalquilar,2778,½ - ½,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,OparinGrigoriy,3086,½ - ½,GM,Cayse,2795,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,grzechu96,2737,0 - 1,IM,Rud_Makarian,3013,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,JakubPulpan,2712,1 - 0,GM,artooon,3075,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,DenielSafarov,2767,1 - 0,GM,Annawel,2989,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Fandorine,2924,1 - 0,IM,dedpihto_v_kozhanom_palto,2743,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,Individoom,2709,½ - ½,GM,Harsha_Bharathakoti,2912,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
IM,Kacparov,2986,½ - ½,FM,GP9isback23,2743,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
IM,Rital44,2716,0 - 1,IM,MyDream003,2943,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Vaathi_Coming,2934,1 - 0,IM,Lennis93,2744,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,ArtemDyachuk,2673,1 - 0,IM,mbojan,2948,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Kiborg95,2839,1 - 0,IM,WorriedEgg,3001,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,Alexei_Gubajdullin,2740,1 - 0,IM,Kirill_Klukin,2914,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Hikaru,3276,1 - 0,IM,Alexander_Khlebovich,2851,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Jospem,3102,½ - ½,FM,GoltsevDmitry2000,2802,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
IM,lucliasco,2856,½ - ½,GM,DenLaz,3104,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,Duhless,3105,1 - 0,IM,Szparu,2863,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Njal28,3041,0 - 1,FM,TanitoluwaAps116,2863,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
FM,Dolphin_2010,2808,0 - 1,GM,Andreikka,3052,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,SpeedofLight0,3111,1 - 0,GM,KNVB,2814,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,Rud_Makarian,3013,1 - 0,IM,JakubPulpan,2712,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,DenielSafarov,2767,0 - 1,GM,ChristopherYoo,3007,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
FM,ArtemDyachuk,2673,0 - 1,GM,Fandorine,2924,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,MyDream003,2943,1 - 0,FM,Alexei_Gubajdullin,2740,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,moro182,2901,0 - 1,IM,Rutricks,2697,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,Mikedannnn,2701,0 - 1,GM,Kiborg95,2839,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
CM,Statham,2692,0 - 1,GM,Igor_Janik,2869,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,Eduard_Limonov,2888,1 - 0,NM,TheCavemanChess,2668,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Zhigalko_Sergei,2912,1 - 0,IM,IMRosen,2714,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Durarbayli,2925,1 - 0,CM,ansko1999,2659,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,AlexPapasimakopoulos,2723,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,MITerryble,3011,1 - 0,GM,Rodalquilar,2778,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Cayse,2795,0 - 1,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Vladimir_2020,2757,½ - ½,GM,OparinGrigoriy,3086,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
FM,GP9isback23,2743,0 - 1,GM,Harsha_Bharathakoti,2912,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,Kacparov,2986,1 - 0,IM,Individoom,2709,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Vaathi_Coming,2934,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Kiborg95,2839,0 - 1,GM,Duhless,3105,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Andreikka,3052,1 - 0,GM,Igor_Janik,2869,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,SpeedofLight0,3111,½ - ½,IM,Eduard_Limonov,2888,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,Zhigalko_Sergei,2912,½ - ½,IM,Rud_Makarian,3013,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,ChristopherYoo,3007,1 - 0,GM,Durarbayli,2925,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Fandorine,2924,1 - 0,FM,TanitoluwaAps116,2863,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,Rutricks,2697,0 - 1,IM,MyDream003,2943,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
FM,snowlord,2931,0 - 1,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,Rsnr,2968,0 - 1,GM,Jospem,3102,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,DenLaz,3104,1 - 0,IM,kingofthenil,2909,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,shimastream,3025,½ - ½,GM,Arseniy_Nesterov,2922,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
FM,ilqar_74,2849,½ - ½,IM,MITerryble,3011,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,DanielNaroditsky,3049,½ - ½,IM,aa175,2942,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,K_A_S_T_O_R,2838,1 - 0,IM,Kacparov,2986,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Harsha_Bharathakoti,2912,1 - 0,FM,GoltsevDmitry2000,2802,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
CM,stollenmonster,2921,½ - ½,IM,lucliasco,2856,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,MagnusCarlsen,3313,1 - 0,FM,Defend1r,2627,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,Lennis93,2744,0 - 1,GM,Njal28,3041,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,OparinGrigoriy,3086,1 - 0,FM,Alexei_Gubajdullin,2740,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,Mikedannnn,2701,0 - 1,GM,artooon,3075,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
CM,Statham,2692,1 - 0,IM,mbojan,2948,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
NM,TheCavemanChess,2668,0 - 1,GM,VladimirKramnik,2992,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Hikaru,3276,1 - 0,GM,ChristopherYoo,3007,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Duhless,3105,1 - 0,GM,Fandorine,2924,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,MyDream003,2943,0 - 1,GM,Andreikka,3052,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Oleksandr_Bortnyk,3111,0 - 1,IM,Rud_Makarian,3013,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Jospem,3102,1 - 0,GM,Harsha_Bharathakoti,2912,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,DenLaz,3104,1 - 0,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,K_A_S_T_O_R,2838,0 - 1,GM,SpeedofLight0,3111,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,MagnusCarlsen,3313,1 - 0,GM,VitaliyBernadskiy,2845,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,lucliasco,2856,0 - 1,GM,shimastream,3025,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
FM,TanitoluwaAps116,2863,0 - 1,IM,MITerryble,3011,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Njal28,3041,1 - 0,IM,Szparu,2863,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,PyrihRoman,2752,½ - ½,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
FM,Dolphin_2010,2808,½ - ½,GM,OparinGrigoriy,3086,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,KNVB,2814,0 - 1,GM,dropstoneDP,3019,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,artooon,3075,1 - 0,IM,tsaruk_maks,2941,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Byniolus,2842,0 - 1,GM,Vaathi_Coming,2934,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,VladimirKramnik,2992,1 - 0,IM,Mops_2004,2760,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Gabrielian_Artur,2817,0 - 1,GM,Kiborg95,2839,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Igor_Janik,2869,0 - 1,FM,Joshukid,2756,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,JakubPulpan,2712,½ - ½,CM,stollenmonster,2921,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,jcibarra,2970,1 - 0,GM,Vladimir_2020,2757,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,sergiochess83,2974,1 - 0,IM,dedpihto_v_kozhanom_palto,2743,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,TigrVShlyape,2866,1 - 0,IM,Rutricks,2697,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Arseniy_Nesterov,2922,1 - 0,CM,Statham,2692,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Andreikka,3052,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Jospem,3102,0 - 1,GM,Duhless,3105,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,SpeedofLight0,3111,½ - ½,GM,DenLaz,3104,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
IM,Rud_Makarian,3013,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,shimastream,3025,0 - 1,GM,Kiborg95,2839,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,MITerryble,3011,1 - 0,GM,jcibarra,2970,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Njal28,3041,½ - ½,IM,chenxiaoyuer,2907,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,ChristopherYoo,3007,1 - 0,GM,sergiochess83,2974,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,dropstoneDP,3019,½ - ½,GM,Arseniy_Nesterov,2922,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,GMKrikor,2857,0 - 1,GM,artooon,3075,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,Fandorine,2924,1 - 0,FM,ilqar_74,2849,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,Vaathi_Coming,2934,1 - 0,GM,Durarbayli,2925,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
IM,aa175,2942,1 - 0,IM,MyDream003,2943,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,Joshukid,2756,0 - 1,GM,VladimirKramnik,2992,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,evgchess5,2903,0 - 1,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,jefferyx,3067,1 - 0,GM,K_A_S_T_O_R,2838,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
GM,DanielNaroditsky,3049,0 - 1,IM,Alexander_Khlebovich,2851,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
GM,OparinGrigoriy,3086,½ - ½,FM,GoltsevDmitry2000,2802,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
GM,Harsha_Bharathakoti,2912,1 - 0,FM,PyrihRoman,2752,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,1,0,late
FM,Dolphin_2010,2808,0 - 1,IM,Kacparov,2986,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,0,1,late
IM,Eduard_Limonov,2888,½ - ½,FM,AlexPapasimakopoulos,2723,late-titled-tuesday-blitz-september-17-2024-5080881_pairings,september-17-2024,17,september,2024,½,½,late
